user_country,location_selected,protocol,date,time_to_connect,download_speed,latency
DE,Germany - Nuremberg,udp,2018-02-06,31,53080,58
FR,France - Paris - 1,udp,2018-02-06,758,2494,
GB,UK - London,udp,2018-02-06,18,78486,57
GB,UK - London,udp,2018-02-06,21,53166,101
FR,UK - London,udp,2018-02-06,45,7592,998
FR,France - Paris - 1,udp,2018-02-06,26,58880,58
DE,Germany - Nuremberg,tcp,2018-02-06,90,44402,30
FR,France - Paris - 1,udp,2018-02-06,28,14784,456
FR,UK - London,udp,2018-02-06,29,61248,61
FR,France - Paris - 1,udp,2018-02-06,17,97654,33
GB,UK - London,udp,2018-02-06,30,45030,105
GB,Germany - Nuremberg,udp,2018-02-06,30,48568,61
GB,UK - London,udp,2018-02-06,37,29892,
GB,UK - London,tcp,2018-02-06,141,17288,163
FR,France - Paris - 1,udp,2018-02-06,48,18106,
FR,UK - London,udp,2018-02-06,41,36902,103
GB,UK - London,udp,2018-02-06,84,17874,
GB,UK - London,udp,2018-02-06,21,52066,100
FR,UK - London,udp,2018-02-06,30,38790,
GB,France - Paris - 1,udp,2018-02-06,21,87214,40
FR,France - Paris - 1,udp,2018-02-06,132,7222,
FR,France - Paris - 1,udp,2018-02-06,42,41620,
GB,UK - London,udp,2018-02-06,74,13356,
FR,France - Paris - 1,udp,2018-02-06,48,30028,147
GB,France - Paris - 1,udp,2018-02-06,92,5170,
FR,France - Paris - 1,udp,2018-02-06,32,43544,102
DE,UK - London,udp,2018-02-06,25,68936,46
FR,France - Paris - 1,udp,2018-02-06,27,33684,112
FR,France - Paris - 1,udp,2018-02-06,69,14748,247
GB,UK - London,udp,2018-02-06,28,65256,49
DE,UK - London,udp,2018-02-06,54,21656,253
GB,UK - London,udp,2018-02-06,86,15224,
FR,France - Paris - 1,udp,2018-02-06,33,37092,127
FR,France - Paris - 1,udp,2018-02-06,30,57902,64
FR,France - Paris - 1,udp,2018-02-06,34,35812,133
FR,UK - London,udp,2018-02-06,67,17884,179
GB,UK - London,udp,2018-02-06,82,16496,
FR,France - Paris - 1,udp,2018-02-06,27,59152,63
GB,UK - London,udp,2018-02-06,16,104288,38
GB,UK - London,udp,2018-02-06,14,41622,156
GB,UK - London,tcp,2018-02-06,61,14526,188
GB,UK - London,udp,2018-02-06,13,130528,27
FR,UK - London,udp,2018-02-06,65,17642,179
FR,UK - London,udp,2018-02-06,50,12138,95
FR,France - Paris - 1,udp,2018-02-06,17,21896,219
FR,UK - London,tcp,2018-02-06,34,43958,85
FR,UK - London,udp,2018-02-06,17,15250,57
FR,France - Paris - 1,udp,2018-02-06,31,22218,115
FR,France - Paris - 1,udp,2018-02-06,67,20972,
GB,UK - London,udp,2018-02-06,23,83494,43
FR,UK - London,udp,2018-02-06,24,47250,110
FR,France - Paris - 1,udp,2018-02-06,34,34502,141
GB,UK - London,udp,2018-02-06,54,14730,
GB,UK - London,udp,2018-02-06,79,17614,
FR,France - Paris - 1,udp,2018-02-06,31,44950,82
FR,France - Paris - 1,udp,2018-02-06,36,33742,143
FR,France - Paris - 1,udp,2018-02-06,42,9154,
GB,UK - London,udp,2018-02-06,35,36898,126
FR,UK - London,udp,2018-02-06,29,14090,81
FR,UK - London,udp,2018-02-06,31,40738,123
FR,France - Paris - 1,udp,2018-02-06,121,15696,279
GB,UK - London,udp,2018-02-06,33,16512,
FR,France - Paris - 1,udp,2018-02-06,52,27692,
FR,France - Paris - 1,udp,2018-02-06,28,13516,92
FR,France - Paris - 1,udp,2018-02-06,28,56120,61
FR,France - Paris - 1,udp,2018-02-06,20,36106,
DE,Germany - Nuremberg,udp,2018-02-06,89,12050,514
FR,France - Paris - 1,udp,2018-02-06,35,41042,99
FR,France - Paris - 1,udp,2018-02-06,122,18298,253
FR,UK - London,l2tp,2018-02-06,55,26270,163
GB,UK - London,tcp,2018-02-06,40,56348,59
FR,France - Paris - 1,udp,2018-02-06,52,18982,317
FR,UK - London,udp,2018-02-06,71,21088,217
FR,France - Paris - 1,udp,2018-02-06,13,125484,30
FR,France - Paris - 1,udp,2018-02-06,33,12598,89
FR,UK - London,udp,2018-02-06,27,44670,114
DE,Germany - Nuremberg,tcp,2018-02-06,20,42620,47
FR,France - Paris - 1,udp,2018-02-06,25,34344,59
GB,UK - London,udp,2018-02-06,32,44710,107
FR,France - Paris - 1,udp,2018-02-06,45,30524,175
FR,France - Paris - 1,udp,2018-02-06,24,55270,85
FR,France - Paris - 1,udp,2018-02-06,46,38256,103
FR,France - Paris - 1,udp,2018-02-06,45,44324,89
FR,UK - London,udp,2018-02-06,46,28450,156
DE,Germany - Nuremberg,udp,2018-02-06,19,52212,66
DE,Germany - Nuremberg,udp,2018-02-06,11,73642,32
FR,France - Paris - 1,udp,2018-02-06,38,39438,111
GB,UK - London,udp,2018-02-06,26,52344,90
FR,France - Paris - 1,udp,2018-02-06,27,58076,70
GB,UK - London,tcp,2018-02-06,24,44962,61
FR,France - Paris - 1,tcp,2018-02-06,189,10480,307
FR,France - Paris - 1,udp,2018-02-06,23,50366,34
GB,UK - London,udp,2018-02-06,84,24550,127
GB,UK - London,tcp,2018-02-06,49,54502,93
FR,UK - London,udp,2018-02-06,0,0,0
FR,France - Paris - 1,udp,2018-02-06,110,15580,
FR,France - Paris - 1,udp,2018-02-06,100,16988,
DE,Germany - Nuremberg,udp,2018-02-06,52,4390,
DE,Germany - Nuremberg,udp,2018-02-06,25,56240,
FR,France - Paris - 1,udp,2018-02-06,28,50572,43
FR,France - Paris - 1,udp,2018-02-06,80,25318,198
FR,France - Paris - 1,udp,2018-02-06,27,52652,67
FR,UK - London,udp,2018-02-06,25,48172,
FR,France - Paris - 1,udp,2018-02-06,28,54850,74
FR,France - Paris - 1,udp,2018-02-06,53,15092,303
FR,France - Paris - 1,udp,2018-02-06,240,9194,
FR,UK - London,udp,2018-02-06,44,9514,799
FR,France - Paris - 1,udp,2018-02-06,56,21338,120
FR,France - Paris - 1,udp,2018-02-06,163,12870,182
FR,France - Paris - 1,udp,2018-02-06,12,138032,25
FR,UK - London,udp,2018-02-06,23,53202,82
DE,Germany - Nuremberg,udp,2018-02-06,127,13078,
FR,France - Paris - 1,udp,2018-02-06,56,23752,212
DE,Germany - Nuremberg,udp,2018-02-06,57,18410,
FR,France - Paris - 1,udp,2018-02-06,120,6570,
GB,UK - London,udp,2018-02-06,30,44258,109
FR,France - Paris - 1,udp,2018-02-06,66,39930,93
GB,UK - London,udp,2018-02-06,21,27406,
GB,UK - London,udp,2018-02-06,34,47472,98
FR,France - Paris - 1,udp,2018-02-06,19,103602,34
FR,UK - London,l2tp,2018-02-06,33,22114,294
GB,UK - London,udp,2018-02-06,56,30810,132
GB,France - Paris - 1,udp,2018-02-06,1693,4116,
FR,France - Paris - 1,udp,2018-02-06,3299,862,
FR,UK - London,udp,2018-02-06,16,119056,27
GB,UK - London,udp,2018-02-06,24,7326,
FR,France - Paris - 1,udp,2018-02-06,11,141284,27
FR,France - Paris - 1,udp,2018-02-06,60,19830,280
GB,UK - London,udp,2018-02-06,28,13698,484
FR,France - Paris - 1,udp,2018-02-06,12,41576,45
FR,France - Paris - 1,udp,2018-02-06,23,41138,117
FR,UK - London,udp,2018-02-06,53,9874,
GB,UK - London,l2tp,2018-02-06,35,48596,91
GB,UK - London,udp,2018-02-06,37,50290,76
FR,France - Paris - 1,udp,2018-02-06,230,4932,1178
FR,France - Paris - 1,udp,2018-02-06,28,13498,83
GB,UK - London,udp,2018-02-06,23,30440,192
GB,UK - London,udp,2018-02-06,59,29908,
FR,France - Paris - 1,udp,2018-02-06,165,15656,260
DE,France - Paris - 1,udp,2018-02-06,57,23732,227
GB,UK - London,tcp,2018-02-06,84,10028,499
FR,France - Paris - 1,udp,2018-02-06,60,26826,169
FR,France - Paris - 1,tcp,2018-02-06,68,32850,115
GB,UK - London,udp,2018-02-06,42,3128,201
GB,UK - London,udp,2018-02-06,240,14296,176
GB,UK - London,tcp,2018-02-06,66,42974,72
FR,UK - London,udp,2018-02-06,44,11684,172
GB,UK - London,udp,2018-02-06,20,70146,60
FR,France - Paris - 1,l2tp,2018-02-06,37,39592,104
FR,Germany - Nuremberg,udp,2018-02-06,30,11760,71
FR,France - Paris - 1,udp,2018-02-06,39,7186,1065
FR,France - Paris - 1,udp,2018-02-06,59,31784,135
GB,UK - London,udp,2018-02-06,16,106284,43
FR,France - Paris - 1,udp,2018-02-06,10,141564,21
GB,UK - London,udp,2018-02-06,47,12874,475
FR,France - Paris - 1,udp,2018-02-06,66,16020,
FR,France - Paris - 1,udp,2018-02-06,54,24470,
FR,UK - London,udp,2018-02-06,1325,6554,307
GB,UK - London,udp,2018-02-06,27,58248,69
GB,UK - London,udp,2018-02-06,36,23774,
FR,France - Paris - 1,udp,2018-02-06,52,36224,
FR,UK - London,udp,2018-02-06,40,13696,89
GB,France - Paris - 1,tcp,2018-02-06,65,46906,51
FR,France - Paris - 1,udp,2018-02-06,26,12826,532
FR,France - Paris - 1,udp,2018-02-06,10,47468,22
GB,UK - London,tcp,2018-02-06,9,8620,612
GB,France - Paris - 1,udp,2018-02-06,29,44562,103
FR,France - Paris - 1,tcp,2018-02-06,69,4374,196
GB,UK - London,udp,2018-02-06,17,78580,64
GB,UK - London,udp,2018-02-06,10,124742,32
FR,France - Paris - 1,udp,2018-02-06,65,34068,115
FR,France - Paris - 1,udp,2018-02-06,139,23634,153
GB,UK - London,udp,2018-02-06,34,51094,81
FR,UK - London,udp,2018-02-06,11,16382,37
GB,UK - London,udp,2018-02-06,44,18894,331
FR,France - Paris - 1,udp,2018-02-06,39,30928,134
FR,France - Paris - 1,udp,2018-02-06,10,168070,22
DE,Germany - Nuremberg,udp,2018-02-06,15,73724,30
GB,UK - London,udp,2018-02-06,26,42216,110
GB,UK - London,udp,2018-02-06,35,20514,
FR,UK - London,udp,2018-02-06,51,23036,206
GB,UK - London,udp,2018-02-06,18,56184,105
DE,Germany - Nuremberg,udp,2018-02-06,31,34722,130
GB,UK - London,udp,2018-02-06,24,90092,42
GB,UK - London,udp,2018-02-06,42,27850,195
GB,UK - London,udp,2018-02-06,15,60238,90
GB,UK - London,udp,2018-02-06,20,61010,88
FR,France - Paris - 1,tcp,2018-02-06,68,6570,1108
FR,France - Paris - 1,udp,2018-02-06,47,8890,
DE,Germany - Nuremberg,udp,2018-02-06,106,4778,
FR,France - Paris - 1,udp,2018-02-06,363,21832,197
DE,Germany - Nuremberg,udp,2018-02-06,157,12800,
FR,UK - London,udp,2018-02-06,53,31106,
DE,Germany - Nuremberg,udp,2018-02-06,47,16594,
DE,Germany - Nuremberg,udp,2018-02-06,31,44962,
DE,Germany - Nuremberg,udp,2018-02-06,43,18074,
FR,France - Paris - 1,udp,2018-02-06,108,11794,
GB,UK - London,udp,2018-02-06,40,35518,67
GB,UK - London,udp,2018-02-06,24,73838,42
FR,UK - London,udp,2018-02-06,16,15996,44
DE,Germany - Nuremberg,udp,2018-02-06,63,23250,
DE,Germany - Nuremberg,udp,2018-02-06,1354,1532,3369
DE,Germany - Nuremberg,udp,2018-02-06,17,39766,117
FR,France - Paris - 1,udp,2018-02-06,64,27504,127
GB,UK - London,tcp,2018-02-06,104,11222,503
FR,France - Paris - 1,udp,2018-02-06,39,21474,152
FR,France - Paris - 1,udp,2018-02-06,53,45930,80
FR,UK - London,udp,2018-02-06,53,29108,125
GB,UK - London,udp,2018-02-06,93,16402,
FR,France - Paris - 1,udp,2018-02-06,114,11986,376
FR,France - Paris - 1,udp,2018-02-06,80,25202,146
FR,UK - London,udp,2018-02-06,38,55228,65
FR,France - Paris - 1,tcp,2018-02-06,88,6778,1085
GB,UK - London,udp,2018-02-06,18,49492,107
FR,UK - London,udp,2018-02-06,101,5068,
GB,Germany - Nuremberg,udp,2018-02-06,18,67760,34
FR,UK - London,udp,2018-02-06,13,99398,47
FR,France - Paris - 1,udp,2018-02-06,166,2400,
GB,UK - London,udp,2018-02-06,19,59478,91
GB,UK - London,udp,2018-02-06,18,54496,55
GB,UK - London,tcp,2018-02-06,33,16184,235
FR,France - Paris - 1,udp,2018-02-06,43,43810,81
DE,Germany - Nuremberg,udp,2018-02-06,1071,442,
GB,UK - London,udp,2018-02-06,26,73140,50
GB,France - Paris - 1,udp,2018-02-06,42,23690,233
DE,Germany - Nuremberg,udp,2018-02-06,84,32084,
GB,France - Paris - 1,udp,2018-02-06,88,6904,
GB,UK - London,udp,2018-02-06,44,29332,220
GB,UK - London,udp,2018-02-06,158,6870,
GB,UK - London,udp,2018-02-06,22,44748,116
FR,France - Paris - 1,tcp,2018-02-06,13,72764,50
GB,UK - London,udp,2018-02-06,14,48266,49
GB,UK - London,tcp,2018-02-06,56,39284,68
FR,France - Paris - 1,udp,2018-02-06,89,12102,444
FR,France - Paris - 1,udp,2018-02-06,27,68212,48
FR,France - Paris - 1,udp,2018-02-06,40,43576,100
FR,UK - London,udp,2018-02-06,122,7244,381
GB,UK - London,udp,2018-02-06,56,24686,209
GB,France - Paris - 1,udp,2018-02-06,41,33038,139
GB,UK - London,udp,2018-02-06,25,79656,47
FR,France - Paris - 1,udp,2018-02-06,21,89112,38
GB,UK - London,udp,2018-02-06,34,18330,
GB,France - Paris - 1,udp,2018-02-06,36,30952,
FR,France - Paris - 1,udp,2018-02-06,49,26648,188
FR,UK - London,udp,2018-02-06,60,27074,140
DE,Germany - Nuremberg,udp,2018-02-06,72,17416,
FR,France - Paris - 1,udp,2018-02-06,90,11104,
FR,France - Paris - 1,udp,2018-02-06,28,21828,221
FR,France - Paris - 1,udp,2018-02-06,33,49398,81
FR,France - Paris - 1,udp,2018-02-06,47,12078,
GB,UK - London,udp,2018-02-06,27,68382,59
GB,Germany - Nuremberg,udp,2018-02-06,54,40152,
FR,UK - London,udp,2018-02-06,117,8522,233
GB,UK - London,tcp,2018-02-06,27,36568,57
FR,France - Paris - 1,udp,2018-02-06,43,27932,175
FR,France - Paris - 1,udp,2018-02-06,43,29460,160
FR,UK - London,udp,2018-02-06,113,12062,412
FR,France - Paris - 1,udp,2018-02-06,18,103522,33
DE,Germany - Nuremberg,tcp,2018-02-06,39,31878,56
GB,UK - London,udp,2018-02-06,332,632,
FR,France - Paris - 1,udp,2018-02-06,55,27608,
DE,Germany - Nuremberg,udp,2018-02-06,2431,5136,
GB,UK - London,tcp,2018-02-06,36,11382,585
FR,UK - London,udp,2018-02-06,64,15796,132
FR,France - Paris - 1,udp,2018-02-06,12,134962,25
FR,Germany - Nuremberg,udp,2018-02-06,469,7084,453
GB,UK - London,tcp,2018-02-06,72,27472,94
GB,UK - London,udp,2018-02-06,18,104520,32
GB,UK - London,udp,2018-02-06,48,37644,117
FR,France - Paris - 1,udp,2018-02-06,38,32534,144
GB,Germany - Nuremberg,udp,2018-02-06,20,57214,48
DE,Germany - Nuremberg,udp,2018-02-06,31,45528,64
GB,UK - London,udp,2018-02-06,12,135332,28
GB,UK - London,udp,2018-02-06,24,81530,48
FR,France - Paris - 1,l2tp,2018-02-06,34,42844,95
GB,UK - London,udp,2018-02-06,21,79096,49
FR,France - Paris - 1,udp,2018-02-06,24,75164,46
FR,France - Paris - 1,udp,2018-02-06,34,33684,109
GB,UK - London,l2tp,2018-02-06,59,13040,133
GB,UK - London,udp,2018-02-06,64,37434,101
FR,France - Paris - 1,udp,2018-02-06,28,68502,49
FR,France - Paris - 1,tcp,2018-02-06,25,10820,236
FR,France - Paris - 1,udp,2018-02-06,25,59708,43
FR,France - Paris - 1,tcp,2018-02-06,142,12220,389
FR,France - Paris - 1,udp,2018-02-06,20,90610,34
GB,UK - London,udp,2018-02-06,62,37080,105
GB,UK - London,udp,2018-02-06,13,42470,162
FR,UK - London,udp,2018-02-06,53,17822,349
FR,France - Paris - 1,udp,2018-02-06,30,40604,102
DE,Germany - Nuremberg,udp,2018-02-06,29,44398,55
DE,Germany - Nuremberg,tcp,2018-02-06,56,42950,41
FR,France - Paris - 1,udp,2018-02-06,19,80192,47
FR,France - Paris - 1,udp,2018-02-06,56,10560,677
GB,UK - London,udp,2018-02-06,29,40948,126
FR,France - Paris - 1,tcp,2018-02-06,860,8266,404
GB,UK - London,udp,2018-02-06,22,58994,70
FR,France - Paris - 1,udp,2018-02-06,38,28900,122
GB,UK - London,udp,2018-02-06,23,49312,99
FR,France - Paris - 1,udp,2018-02-06,53,14478,451
FR,France - Paris - 1,udp,2018-02-06,39,32624,130
DE,UK - London,udp,2018-02-06,550,2082,
FR,UK - London,udp,2018-02-06,46,27542,101
FR,France - Paris - 1,udp,2018-02-06,152,888,
DE,Germany - Nuremberg,tcp,2018-02-06,36,60446,
DE,Germany - Nuremberg,udp,2018-02-06,46,43200,
FR,France - Paris - 1,udp,2018-02-06,82,14516,
DE,Germany - Nuremberg,udp,2018-02-06,59,10318,
GB,UK - London,udp,2018-02-06,59,42568,
FR,France - Paris - 1,udp,2018-02-06,116,1490,
DE,Germany - Nuremberg,udp,2018-02-06,268,7116,
FR,UK - London,udp,2018-02-06,86,23034,151
GB,UK - London,udp,2018-02-06,22,37892,123
FR,France - Paris - 1,udp,2018-02-06,89,22286,201
GB,UK - London,udp,2018-02-06,24,62496,76
GB,UK - London,udp,2018-02-06,40,41006,3
DE,Germany - Nuremberg,udp,2018-02-06,15,75642,28
FR,France - Paris - 1,udp,2018-02-06,74,20262,233
GB,UK - London,udp,2018-02-06,266,8830,486
GB,UK - London,udp,2018-02-06,32,48464,101
FR,France - Paris - 1,udp,2018-02-06,28,46044,106
DE,Germany - Nuremberg,udp,2018-02-06,31,47218,58
FR,France - Paris - 1,udp,2018-02-06,178,7714,589
DE,Germany - Nuremberg,udp,2018-02-06,24,52464,60
DE,Germany - Nuremberg,udp,2018-02-06,207,20516,
FR,France - Paris - 1,udp,2018-02-06,51,22354,120
GB,UK - London,udp,2018-02-06,73,14652,426
GB,UK - London,udp,2018-02-06,230,18862,203
GB,France - Paris - 1,udp,2018-02-06,31,54762,66
DE,UK - London,udp,2018-02-06,51,25590,163
FR,France - Paris - 1,udp,2018-02-06,67,24546,172
FR,UK - London,udp,2018-02-06,49,27016,205
FR,France - Paris - 1,udp,2018-02-06,87,16018,250
FR,France - Paris - 1,udp,2018-02-06,41,32092,154
GB,UK - London,udp,2018-02-06,35,42866,119
FR,France - Paris - 1,tcp,2018-02-06,43,21968,159
DE,Germany - Nuremberg,udp,2018-02-06,108,25126,
FR,France - Paris - 1,l2tp,2018-02-06,44,972,8297
FR,France - Paris - 1,udp,2018-02-06,171,1522,
FR,France - Paris - 1,udp,2018-02-06,94,19282,155
FR,UK - London,udp,2018-02-06,40,38858,113
GB,UK - London,tcp,2018-02-06,68,44268,60
DE,Germany - Nuremberg,udp,2018-02-06,95,4630,
FR,France - Paris - 1,tcp,2018-02-06,72,14290,226
GB,UK - London,udp,2018-02-06,33,54948,73
FR,France - Paris - 1,udp,2018-02-06,53,10996,119
GB,UK - London,udp,2018-02-06,41,30754,132
FR,France - Paris - 1,udp,2018-02-06,51,15308,371
GB,UK - London,udp,2018-02-06,30,30762,180
GB,UK - London,udp,2018-02-06,54,15196,440
FR,UK - London,udp,2018-02-06,33,31860,101
FR,UK - London,tcp,2018-02-06,64,19054,186
FR,UK - London,udp,2018-02-06,23,56948,87
FR,France - Paris - 1,udp,2018-02-06,65,26616,163
FR,France - Paris - 1,udp,2018-02-06,62,16506,
GB,UK - London,udp,2018-02-06,161,12654,
GB,UK - London,udp,2018-02-06,70,26222,164
FR,France - Paris - 1,udp,2018-02-06,19,66382,64
FR,France - Paris - 1,udp,2018-02-06,13,48058,62
GB,UK - London,udp,2018-02-06,10,132454,31
GB,UK - London,udp,2018-02-06,39,43558,99
FR,UK - London,udp,2018-02-06,16,81988,45
FR,France - Paris - 1,udp,2018-02-06,37,11014,103
GB,UK - London,udp,2018-02-06,34,9698,
FR,France - Paris - 1,udp,2018-02-06,39,27470,155
FR,France - Paris - 1,udp,2018-02-06,47,20676,232
GB,UK - London,udp,2018-02-06,23,57776,83
GB,UK - London,udp,2018-02-06,26,55880,84
FR,UK - London,udp,2018-02-06,26,16274,34
FR,France - Paris - 1,udp,2018-02-06,18,46220,63
GB,UK - London,udp,2018-02-06,46,35336,112
FR,UK - London,udp,2018-02-06,49,10026,788
DE,Germany - Nuremberg,udp,2018-02-06,1388,2546,
FR,UK - London,udp,2018-02-06,34,56200,63
FR,France - Paris - 1,udp,2018-02-06,40,28638,181
DE,Germany - Nuremberg,udp,2018-02-06,39,11348,
FR,France - Paris - 1,l2tp,2018-02-06,33,30488,96
FR,UK - London,udp,2018-02-06,41,29672,176
FR,France - Paris - 1,udp,2018-02-06,40,40098,98
FR,UK - London,udp,2018-02-06,105,12146,
DE,Germany - Nuremberg,udp,2018-02-06,383,9980,
GB,UK - London,udp,2018-02-06,48,32314,151
FR,France - Paris - 1,udp,2018-02-06,18,99232,33
GB,France - Paris - 1,udp,2018-02-06,23,38550,156
FR,France - Paris - 1,udp,2018-02-06,42,27766,193
FR,France - Paris - 1,udp,2018-02-06,16,53240,109
FR,France - Paris - 1,udp,2018-02-06,382,8282,
FR,France - Paris - 1,udp,2018-02-06,52,32238,131
DE,Germany - Nuremberg,udp,2018-02-06,22,14734,
DE,Germany - Nuremberg,udp,2018-02-06,269,10666,
FR,UK - London,udp,2018-02-06,27,67896,49
FR,France - Paris - 1,udp,2018-02-06,69,18832,278
FR,UK - London,udp,2018-02-06,21,15466,50
FR,France - Paris - 1,udp,2018-02-06,20,90158,36
FR,France - Paris - 1,udp,2018-02-06,104,11322,284
FR,UK - London,udp,2018-02-06,40,46636,67
FR,France - Paris - 1,udp,2018-02-06,33,51030,92
FR,France - Paris - 1,udp,2018-02-06,46,25448,211
FR,France - Paris - 1,udp,2018-02-06,19,12920,568
FR,France - Paris - 1,udp,2018-02-06,42,27722,168
DE,UK - London,tcp,2018-02-06,61,29366,123
GB,France - Paris - 1,udp,2018-02-06,188,32184,102
GB,France - Paris - 1,udp,2018-02-06,,,
DE,Germany - Nuremberg,udp,2018-02-06,31,35720,
GB,UK - London,udp,2018-02-06,116,29452,
FR,France - Paris - 1,udp,2018-02-06,97,17404,
DE,Germany - Nuremberg,udp,2018-02-06,2379,250,
FR,France - Paris - 1,udp,2018-02-06,101,10442,
GB,UK - London,udp,2018-02-06,38,50372,78
GB,UK - London,udp,2018-02-06,16,78556,54
GB,UK - London,udp,2018-02-06,37,50938,81
FR,UK - London,udp,2018-02-06,143,22338,102
FR,UK - London,udp,2018-02-06,52,26540,197
FR,France - Paris - 1,udp,2018-02-06,20,93496,39
GB,UK - London,udp,2018-02-06,21,52946,84
FR,France - Paris - 1,udp,2018-02-06,80,20574,
FR,France - Paris - 1,udp,2018-02-06,96,9420,415
GB,France - Paris - 1,udp,2018-02-06,45,23808,220
FR,France - Paris - 1,udp,2018-02-06,13,141246,24
FR,France - Paris - 1,udp,2018-02-06,59,23236,173
DE,Germany - Nuremberg,udp,2018-02-06,118,22300,
FR,France - Paris - 1,udp,2018-02-06,33,42064,108
FR,France - Paris - 1,udp,2018-02-06,34,40954,87
GB,UK - London,udp,2018-02-06,11,52234,26
DE,Germany - Nuremberg,udp,2018-02-06,8863,1454,
DE,Germany - Nuremberg,udp,2018-02-06,43,35652,109
FR,France - Paris - 1,udp,2018-02-06,129,21254,
GB,UK - London,udp,2018-02-06,65,23454,2
GB,France - Paris - 1,tcp,2018-02-06,78,33952,80
FR,France - Paris - 1,tcp,2018-02-06,111,13026,388
GB,UK - London,udp,2018-02-06,16,106856,38
GB,UK - London,tcp,2018-02-06,17,38634,79
GB,UK - London,udp,2018-02-06,27,69230,55
GB,UK - London,tcp,2018-02-06,64,27146,116
FR,France - Paris - 1,udp,2018-02-06,54,25434,178
DE,Germany - Nuremberg,udp,2018-02-06,34,47178,67
FR,France - Paris - 1,tcp,2018-02-06,31,23574,188
GB,France - Paris - 1,udp,2018-02-06,84,10668,
GB,UK - London,udp,2018-02-06,18,83900,39
GB,UK - London,udp,2018-02-06,43,44554,104
FR,UK - London,udp,2018-02-06,33,24448,256
GB,France - Paris - 1,udp,2018-02-06,31,35814,75
DE,Germany - Nuremberg,udp,2018-02-06,8836,1604,
FR,France - Paris - 1,tcp,2018-02-06,88,12144,318
FR,France - Paris - 1,udp,2018-02-06,68,18390,259
FR,France - Paris - 1,udp,2018-02-06,148,10216,
DE,Germany - Nuremberg,udp,2018-02-06,80,16914,
FR,UK - London,udp,2018-02-06,71,24744,171
